job_title,company,location,description,required_skills,experience_years,education,salary_range
Junior Front-End Developer (Remote),PULSE (MENA REGION),"Riyadh, Riyadh, Saudi Arabia","**About PulseMediaNL**
 PulseMediaNL is a forward\-thinking digital marketing agency delivering innovative, data\-driven solutions for healthcare, medical, and wellness brands. We help our clients achieve sustainable growth through high\-performance campaigns, strategic insights, and creative digital experiences.
   

  

 As we continue to expand globally, we are seeking a
 **Junior Front\-End Developer (Remote)** 
 based in the
 **MENA region** 
 to join our growing remote team. This role is ideal for a motivated developer eager to build modern user interfaces, collaborate with cross\-functional teams, and grow technically in a fast\-paced, healthcare\-focused environment.
   

  

 If you’re passionate about front\-end development, modern web technologies, and crafting engaging digital experiences, we’d love to hear from you.
   

  

 Key Responsibilities
   

  

 Front\-End Development
   

  

* Develop and maintain responsive, user\-friendly interfaces for healthcare and medical clients
* Convert UI/UX designs into clean, reusable, and high\-quality front\-end code
* Support the creation of landing pages, websites, and marketing assets for digital campaigns


 Collaboration
   

  

* Work closely with designers, marketers, and project managers to ensure accurate and seamless implementation
* Support SEO, CRO, and performance\-focused front\-end updates


 Performance \& Optimization
   

  

* Optimize websites for speed, performance, and cross\-browser compatibility
* Ensure consistent responsiveness across desktop, tablet, and mobile devices
* Follow best practices for accessibility and usability


 CMS \& Content Management
   

  

* Assist with maintaining and updating CMS\-based websites (primarily WordPress)
* Implement content updates, page layouts, and templates as needed


 Quality Assurance
   

  

* Identify and resolve front\-end bugs and UI inconsistencies
* Test features across browsers and devices to ensure reliability


 Continuous Learning
   

  

* Stay current with modern front\-end technologies and best practices
* Participate in code reviews and learn from senior developers


**Experience**
 Required Qualifications
   

  

* 0–2 years of front\-end development experience (including internships, freelance, or personal projects)
* Hands\-on experience with live websites or applications is a plus


 Education
   

  

* Bachelor’s degree in Computer Science, Web Development, Software Engineering, or equivalent practical experience


 Technical Skills
   

  

* Strong knowledge of HTML5, CSS3, and JavaScript
* Understanding of responsive and mobile\-first design
* Familiarity with front\-end frameworks (React, Vue, or similar) is a plus
* Experience with WordPress or other CMS platforms preferred
* Basic understanding of SEO\-friendly front\-end practices


 Tools
   

  

* Experience with Git or other version control systems
* Familiarity with Figma, Adobe XD, or similar design tools
* Basic knowledge of performance optimization and cross\-browser testing


 Soft Skills
   

  

* Strong attention to detail and problem\-solving abilities
* Clear communication skills and comfort working remotely
* Willingness to learn, accept feedback, and grow
* Good time management and ability to meet deadlines


**Preferred Qualifications**
* Experience with Tailwind CSS, Bootstrap, or similar frameworks
* Basic knowledge of WCAG accessibility standards
* Exposure to healthcare, medical, or regulated industries
* Familiarity with JavaScript build tools or workflows
* Fluent in English; Arabic is a strong advantage


 Why Join PulseMediaNL?
   

  

**Compensation \& Benefits**
* Competitive salary based on experience and skills
* Paid time off and holidays (based on country of residence)


 Professional Growth
   

  

* Mentorship from experienced developers and designers
* Clear growth path toward mid\-level front\-end or full\-stack roles
* Exposure to real\-world healthcare projects and global clients


 Remote\-First Culture
   

  

* Fully remote role within the MENA region
* Flexible working hours and strong work\-life balance
* Collaborative, remote\-friendly workflows


 Culture \& Impact
   

  

* Innovative, supportive, and quality\-driven team
* Learning\-focused environment that encourages growth
* Opportunity to contribute to meaningful healthcare and wellness solutions


 How to Apply
   

  

 If you’re a motivated Junior Front\-End Developer (Remote) based in the MENA region and excited to grow your career in a healthcare\-focused digital agency, we’d love to hear from you. Please submit your resume and portfolio (if available).
   

  

**PulseMediaNL is an equal opportunity employer. We welcome applicants from all backgrounds and value diverse perspectives.**","arabic, communication, english, git, javascript, project management, react",2,,
مطور واجهات محترف ومصمم واجهة وتجربة المستخدم,RIME Platform,"Riyadh, Riyadh, Saudi Arabia","Welcome to where every role drives real change. At Rime, we don't just offer jobs, we offer the chance to shape industries and transform communities. Join professionals who wake up knowing their work matters, solving challenges that impact millions. Whether leading breakthrough initiatives or starting your journey, you'll work on projects that leave a lasting legacy. Every decision, every idea here creates ripple effects that matter. Ready to do work that matters? Explore our roles and join those making a real difference.
 



 Description
 
 تطوير تجربة وواجهة المستخدم UI/UX، فهم رؤية المنتج وملائمة تجربة المستخدم مع الرؤية",,0,,
Frontend Support Developer,Gulf Associates,"Riyadh, Riyadh, Saudi Arabia","Good frontend support work is rarely flashy.
   

  

 It is the page that loads the way it should. The interface that feels clear instead of awkward. The form that stops creating avoidable confusion. The small fix made early, before it becomes a larger operational problem.
   

  

 At Gulf Associates, we are hiring a
 **Frontend Support Developer** 
 to help keep our web interfaces usable, consistent, and dependable. This is a remote role for someone who enjoys practical frontend work and is comfortable improving existing systems rather than only building new ones from scratch
   

  

 You would be working on the kind of tasks that keep digital tools functioning properly in day\-to\-day business use. That can include correcting layout issues, improving responsiveness, adjusting interface components, checking why a frontend element is not behaving as expected, and helping maintain a cleaner, more reliable user experience across internal and client\-facing tools
   

  

 This role is suited to someone who is attentive, steady, and comfortable working inside an existing structure. The value here comes from good judgment, care with detail, and the ability to make useful improvements without creating unnecessary complexity.
   

  

**What the work involves** 
* You would help maintain and improve existing frontend components and pages.
* You would investigate and resolve smaller interface issues before they disrupt workflows.
* You would support the consistency and usability of internal tools and web\-based processes.
* You would work with existing code and structure, making thoughtful changes where needed.
* You would communicate clearly when something seems broken, unclear, or worth improving.


**You are likely a strong fit if you** 
* Have a working foundation in HTML, CSS, and JavaScript
* Are comfortable editing and improving existing frontend code
* Notice when layouts, spacing, or behavior feel off
* Can stay organized and work reliably in a remote setup
* Communicate clearly in English
* Approach tasks carefully and do not rush through details


**Background**
 We are open to candidates from different stages of experience. You may have gained your skills through professional work, freelance projects, coursework, self\-study, or practical personal projects. What matters most is that you can contribute to real frontend tasks with care and consistency.
   

  

**What the role offers** 
* Fully remote work
* Practical frontend responsibility tied to real business needs
* Steady, meaningful work rather than artificial practice tasks
* A professional environment where reliability matters
* Room to strengthen your frontend judgment through hands\-on work


 This role is a good fit for someone who wants frontend work that is useful, grounded, and connected to how a business actually operates.","communication, english, javascript",0,,
React Native Mobile Developer,InnovationTeam,"Riyadh, Riyadh, Saudi Arabia","InnovationTeam is a forward\-thinking technology company that specializes in providing innovative solutions to businesses. We are currently seeking a talented React Native Mobile Developer to join our team onsite.
   

  

 As a React Native Mobile Developer at InnovationTeam, you will be responsible for developing, testing, and maintaining mobile applications using React Native. You will work on new features, improve existing functionality, and help ensure the stability and performance of our apps. You will collaborate with cross\-functional teams to understand project requirements, design user interfaces, and implement app features. Additionally, you will work closely with product managers, back\-end developer, QA engineers and UX designers to deliver high\-quality, reliable, scalable, and user\-friendly mobile applications.
   

  

 This position requires a strong understanding of mobile development technologies and frameworks, as well as excellent problem\-solving, debugging skills, and the ability to collaborate and support team members. The ideal candidate is highly motivated, detail\-oriented, and has a passion for creating exceptional user experiences.
   

  

 At InnovationTeam, we value innovation, collaboration, and continuous learning. We offer a flexible and inclusive work environment, where your contributions are valued, and opportunities for professional growth and development are provided.
   

  

**Requirements**
* 5\+ years of mobile development experience working with React Native (0\.60\+)
* Experience integrating and maintaining native modules using Swift / Objective\-C (iOS) and Kotlin / Java (Android) when needed
* Proven experience developing and maintaining cross\-platform applications for both iOS and Android
* Ability to manage platform\-specific code
* Experience with mobile build processes, app signing, and deployment to the App Store and Google Play
* Strong experience with modern state management solutions such as Redux (Redux Toolkit) and Zustand
* Ability to design scalable state architectures for complex application flows
* Deep understanding of mobile navigation patterns using libraries such as React Navigation
* Experience building clear, maintainable navigation structures for complex applications
* Experience implementing offline\-first capabilities in mobile applications
* Ability to implement data caching and synchronization strategies when connectivity is restored
* Experience working with third\-party native SDKs
* Strong understanding and application of SOLID principles to create maintainable, scalable, and testable codebases
* Experience implementing common software design patterns
* Strong experience working with RESTful APIs
* Experience handling authentication, error handling, pagination, and secure API communication
* Experience writing unit and integration tests using tools such as Jest and React Native Testing Library","api, communication, java, kotlin, product management, react, rest api, swift",0,,
Frontend Developer,PrimeGate for Communications and IT,"Riyadh, Riyadh, Saudi Arabia","**Job Overview:**
 The Frontend Developer is responsible for designing, developing, and maintaining scalable and high\-performance frontend applications for enterprise solutions. The role requires expertise in JavaScript, TypeScript, and React to build modern, responsive, and user\-friendly web applications. The developer will work closely with backend engineers, UX/UI designers, and product teams to deliver seamless user experiences.
   

  

**Key Responsibilities:**
* Develop and maintain frontend applications using JavaScript, TypeScript, and React.
* Build reusable, modular UI components while maintaining scalability and performance.
* Integrate frontend applications with backend APIs using RESTful APIs and GraphQL.
* Ensure cross\-browser compatibility and responsive designs that work across different devices
* Optimize frontend performance using techniques such as lazy loading, code splitting, and caching.
* Implement and maintain state management using Redux, Zustand, or Context API.
* Work with UX/UI designers to transform wireframes and prototypes into fully functional web applications.
* Implement authentication and security measures, including OAuth, JWT, and role\-based access control.
* Conduct testing using unit, integration, and end\-to\-end testing frameworks such as Jest, React Testing Library, or Cypress.
* Collaborate with DevOps teams to enhance CI/CD pipelines and automate deployment processes.


**Required Skills and Qualifications:**
* 4\+ years of experience in frontend development for enterprise applications.
* Proficiency in JavaScript and TypeScript.
* Strong experience with React and its ecosystem (Hooks, Context API, functional components).
* Expertise in frontend performance optimization and accessibility (A11Y) best practices.
* Experience with CSS frameworks like Tailwind CSS, Material UI, or Styled Components.
* Familiarity with build tools (Webpack, Vite, Babel) and package managers (npm, Yarn, pnpm).
* Strong knowledge of API consumption and integration (RESTful services, GraphQL).
* Understanding of frontend security best practices (XSS, CSRF, CORS).
* Experience with version control systems, such as Git and GitHub/GitLab.
* Testing experience using Jest, Cypress, or React Testing Library.


**Preferred Qualifications:**
* Experience with Next.js for server\-side rendering (SSR) and static site generation (SSG).
* Experience with CI/CD pipelines and automated deployments.
* Familiarity with cloud\-based environments (AWS, Azure, GCP).
* Strong problem\-solving skills and ability to work in a fast\-paced environment.


**Experience Level:**
 Mid to Senior (4\+ Years)
   

  

**Employment Type:**
 Full\-time","api, aws, azure, ci/cd, git, google cloud, graphql, javascript, next.js, react, rest api, typescript",0,,
Frontend Developer,Adree,"Riyadh, Riyadh, Saudi Arabia","* Key Responsibilities
+ Develop and maintain user\-facing features for web applications.
+ Write clean, efficient, and maintainable code following best practices and coding standards.
+ Translate business requirements and UI/UX designs into responsive and interactive web interfaces.
+ Integrate frontend components with backend services and RESTful APIs.
+ Ensure cross\-browser compatibility and responsive design across multiple devices.
+ Optimize applications for maximum speed and scalability.
+ Troubleshoot, debug, and upgrade existing software.
+ Collaborate with backend developers, UI/UX designers, and other stakeholders to improve application performance and usability.
+ Participate in code reviews and contribute to continuous improvement of development processes.
+ Prepare and maintain technical documentation and periodic development reports.
+ Ensure that development activities are completed according to development standards and business requirements. .


**Requirements**
* Strong experience with HTML5, CSS3, and JavaScript.
* Experience with modern frontend frameworks such as:
+ React.js
+ Angular
+ Vue.js

* Solid understanding of Responsive Web Design and Cross\-Browser Compatibility.
* Experience working with RESTful APIs and integrating them into frontend applications.
* Familiarity with Git or other version control systems.
* Knowledge of frontend build tools such as Webpack, Vite, or npm.
* Understanding of UI/UX principles.
* Strong debugging and problem\-solving skills.
* Ability to analyze business require","api, git, javascript, react, rest api",0,,
Frontend Engineer,Huspy,"Riyadh, Riyadh, Saudi Arabia","**The Story So Far: We’re Building a Global Brand in Real Estate**
 Huspy is one of the leading property technology companies in EMEA.
   

  

 Launched in 2020, we now operate in multiple cities across the UAE and Spain, expanding into Saudi Arabia and 3 more European markets by 2026\. Today, we own the largest portion of the UAE mortgage market and are one of the fastest\-growing players in every European city we’ve entered.
   

  

 We’ve raised over $140 million (Series A and Series B) from the world’s top investors, including Sequoia Capital and Balderton Capital, to reshape the homebuying journey through powerful technology and agent\-first tools.
   

  

 We’ve built a SuperApp that empowers real estate agents and mortgage brokers, bringing cutting‑edge technology to one of the world’s most traditional industries. We’re transforming how property transactions happen — faster, smarter, and better for everyone.
   

  

 We’re not slowing down. The question is: will you be part of what’s next?
   

  

**The Main Event: What You’ll Drive, Build, and Own**
 You will be working closely with product leaders and designers in teams responsible for the development of our Real Estate Agent Platform and Mortgage Broker Portal using modern, state of the art technologies in an innovative and collaborative environtment.
   

  

**Tech stack:** 
 Javascript, React, Typescript, Next.js
   

  

* Hands\-On Engineering: Contribute to the team’s codebase and take ownership of key technical deliverables while leading by example in software development practices.
* Engineering Excellence: Drive best practices in software development, ensuring high standards of code quality and product architecture. Actively participate in technical challenges and lead the implementation of scalable, maintainable solutions.
* Stakeholder Collaboration: Work closely with Product, Design, and Data teams to ensure clear communication and alignment on product goals and deliverables.


**The Perfect Match: What It Takes to Succeed at Huspy**
* Senior Engineering Experience: Strong technical background with a passion for building high\-quality products and solving complex technical challenges.
* Product\-Focused Mindset: Ability to work cross\-functionally and collaborate with Product, Design, and Data teams to deliver impactful, client\-focused products.
* Technical Expertise: Experience with modern development practices, CI/CD, and cloud technologies (AWS preferred).
* Collaborative Attitude: Excellent communication skills with the ability to foster an inclusive, engaging team environment.


**Work Setup:** 
 Hybrid in Dubai or Madrid, remote anywhere in the EU. Or we offer relocation support to Dubai or Madrid, if preferred.
   

  

 By submitting this application, I agree that my personal data will be collected, processed, and retained by the company solely for the purposes of managing and assessing my candidacy.","aws, ci/cd, communication, javascript, next.js, react, typescript",0,,
Full-Stack Developer (Node.js / React),Ultimate Peaks Talent & Strategy,"Riyadh, Riyadh, Saudi Arabia","Ultimate Peaks is looking for a talented Full\-Stack Developer with expertise in Node.js and React to join our dynamic team. As a key member of our development squad, you will be responsible for building robust, scalable applications and enhancing our existing platforms with cutting\-edge technologies. This is an exciting opportunity to work in an innovative environment where your contributions will make a significant impact.
   

  

**Key Responsibilities**
* Develop and maintain robust web applications using Node.js for the backend and React for the frontend
* Collaborate with product managers and designers to translate requirements into technical specifications
* Implement RESTful APIs to facilitate data exchange between the client and server
* Ensure applications are optimized for maximum speed and scalability
* Participate in code reviews and maintain best practices for software development
* Debug and resolve application issues quickly and efficiently
* Stay up\-to\-date with emerging technologies and industry trends to ensure our applications are using the best practices


**Requirements**
 Qualifications
   

  

* At least 3 years of experience in full\-stack development, specifically with Node.js and React
* Strong proficiency in JavaScript, TypeScript, and modern web development tools
* Experience with RESTful APIs and asynchronous programming
* Familiarity with database technologies such as PostgreSQL or MongoDB
* Understanding of version control systems, particularly Git
* Excellent problem\-solving skills and the ability to work independently as well as in collaboration with teams
* Knowledge of responsive design principles and experience with CSS frameworks


 What We Offer
   

  

* Competitive salary and benefits package
* Opportunity to work in a collaborative and supportive environment
* Access to ongoing learning and professional development
* The chance to impact innovative projects at the forefront of technology


**Benefits**
* Part\-time commitment (10\-20 hrs/week) with flexible hours
* Opportunity to grow into full\-time developer as traction increases
* Remote\-first, with optional strategy sessions and retreats","api, git, javascript, mongodb, node.js, postgresql, product management, react, rest api, typescript",3,,
.Net Backend Developer,Adree,"Riyadh, Riyadh, Saudi Arabia","* Develop and maintain backend services and APIs using C\# and .NET technologies
* Write clean, scalable, and efficient code following best practices and coding standards
* Collaborate with frontend developers, UI/UX designers, and other stakeholders to integrate user\-facing elements with server\-side logic
* Optimize application performance, manage data flow, and ensure robustness and security of backend systems
* Troubleshoot, debug, and resolve issues in existing applications and infrastructure
* Participate in design discussions, code reviews, and agile development workflows
* Maintain documentation for backend systems, APIs, and processes
* Stay updated with the latest industry trends, technologies, and best practices to continuously improve backend architecture


**Requirements**
* Bachelor's degree in Computer Science, Software Engineering, or a related field
* 2\+ years of professional experience in backend development using C\# and .NET framework
* Strong knowledge of .NET Core, ASP.NET, and related backend technologies
* Experience with RESTful API design and development
* Familiarity with relational databases such as SQL Server or MySQL and proficiency in writing optimized queries
* Understanding of software design patterns, data structures, and algorithms
* Experience using version control systems such as Git
* Good analytical and problem\-solving skills
* Ability to work collaboratively in a team environment and communicate effectively
* Knowledge of cloud platforms like Azure or AWS is a plus","agile, api, aws, azure, communication, git, mysql, rest api, sql, sql server",0,,
Java Developer,InnovationTeam,"Riyadh, Riyadh, Saudi Arabia","**Responsibilities:**
* Developed BFF layer using Spring Boot to aggregate and optimize API responses for frontend applications
* Implemented distributed caching using Redis to improve API response times and reduce backend service load
* Integrated microservices using OpenFeign/WebClient and implemented API orchestration
* Secured APIs using Spring Security with JWT authentication
* Implemented resilience patterns and centralized exception handling
* Developed unit and integration tests
* Containerized applications and deployed through CI/CD pipelines
* Technologies:
* Core Programming \& JVM (Java 17\+ or 21\) No less than 4 years
* Spring Boot Ecosystem (Core BFF Framework) (Spring Boot, Spring Web, Spring WebFlux, Spring Boot Actuator) No less than 3 years
* Caching Layer (Redis, Spring Data Redis) No less than 2 years
* API Communication (Calling Backend Services) (Spring Cloud OpenFeign) No less than 4 years
* Security Layer(Spring Security, OAuth 2\.0, JSON Web Token) No less than 4 years
* API Documentation (Swagger UI, OpenAPI Specification, Springdoc OpenAPI) No less than 2 years
* Build \& Dependency Management (Apache Maven or Gradle) No less than 4 years
* Testing Stack (JUnit, Mockito, Testcontainers) No less than 2 years
* Observability \& Logging (Logback, SLF4J, Prometheus, Grafana) No less than 4 years
* DevOps \& Deployment (Docker, Kubernetes, Jenkins or GitHub Actions) No less than 4 years","api, ci/cd, communication, docker, git, java, kubernetes, microservices, redis",4,,
Full Stack Java Developer,Huxley,"Riyadh, Riyadh, Saudi Arabia","Full Stack Software Engineer
   

  


 12\-Month Renewable Contract \- Fully Remote
 



 Our client is seeking a Full Stack Software Engineer to support the development and maintenance of modern web applications. This role involves working across backend and frontend technologies in a fully remote setup.
   

  




 Responsibilities
   

  

* Develop and maintain backend services using Java and Spring Boot
* Build and enhance frontend applications using React.js and Next.js
* Design and manage databases using PostgreSQL
* Collaborate with cross\-functional teams to deliver new features
* Write clean, maintainable, and efficient code
* Identify and resolve performance and technical issues


 Requirements
   

  

* Strong experience with Spring Boot (Java)
* Hands\-on experience with React.js and Next.js
* Solid knowledge of PostgreSQL and relational databases
* Experience building RESTful APIs
* Familiarity with Git and Agile development practices


 Contract Details
   

  

* Duration: 12\-month renewable contract
* Working model: Fully remote



  





**Let op: vacaturefraude** 



  


 Helaas komt vacaturefraude steeds vaker voor. We waarschuwen je voor mogelijke misleiding:
   

 \* Wij zullen nooit via WhatsApp of in een videogesprek vragen om jouw persoonlijke gegevens (zoals een kopie van je ID, bankgegevens of BSN).
   

 \* Twijfel je over de echtheid van een vacature of contactpersoon? Neem dan altijd rechtstreeks contact met ons op via de officiële contactgegevens op onze website.
   

  

**Important: job fraud**
  

 Unfortunately, job fraud is becoming more common. Beware of such scams:
   

 \* We will never ask for personal information (such as a copy of your ID, bank details, or social security number) via WhatsApp or during a video call.
   

 \* If you're unsure whether a vacancy or contact person is legitimate, please reach out to us directly using the official contact details on our website.","agile, api, git, java, next.js, postgresql, react, rest api",0,,
Intermediate Full Stack Engineer,Sitech,"Riyadh, Riyadh, Saudi Arabia","**Company Overview**
 Sitech builds impactful digital products, services, and experiences for enterprises and fast\-growing startups. We specialize in product discovery, experience design, and custom software development, delivering scalable and high\-quality digital solutions across multiple industries.
   

  

**Role Overview**
 We are seeking an
 **Intermediate Full Stack Engineer** 
 with strong experience across
 **backend and frontend development** 
 to build, customize, and maintain learning platforms and digital products. The role has a strong hands\-on focus, working with
 **Python (Django)** 
 on the backend and
 **Vue.js** 
 on the frontend, with significant involvement in
 **Open edX** 
 platforms and
 **xBlocks** 
 development.
   

  

**Key Responsibilities**
* Design, develop, and maintain backend services using Python (Django).
* Build and enhance front\-end applications using Vue.js.
* Customize and extend Open edX platforms, including LMS/CMS features and integrations.
* Develop and maintain xBlocks to support custom learning experiences.
* Develop and consume RESTful APIs and integrate third\-party services.
* Collaborate with product managers, UX designers, QA, and DevOps teams.
* Write clean, maintainable, and scalable code following best practices.
* Participate in code reviews and contribute to technical discussions.
* Troubleshoot, debug, and optimize application performance.
* Support deployments, releases, and ongoing platform improvements.


**Qualifications \& Requirements**
* 5\+ years of professional experience as a Full Stack or Software Engineer.
* Strong experience with Python and Django.
* Solid hands\-on experience with Vue.js and modern front\-end development.
* Proven experience working with Open edX platforms.
* Experience developing and maintaining xBlocks.
* Good understanding of software design patterns and best practices.
* Experience with relational databases (PostgreSQL/MySQL).
* Familiarity with CI/CD pipelines, Docker, and cloud environments.
* Experience working in Agile/Scrum teams.
* Strong problem\-solving and communication skills.


**Nice to Have**
* Experience with Open edX upgrades and theming.
* Exposure to microservices architecture.
* Knowledge of EdTech or LMS platforms.
* Experience working on enterprise or government projects in KSA.","agile, api, ci/cd, communication, django, docker, microservices, mysql, postgresql, product management, python, rest api, scrum",0,,
Sr. Backend engineer SpringBoot,Ninja 🥷🏽 نينجا,"Riyadh, Riyadh, Saudi Arabia","Welcome to Ninja, A Saudi\-based company, where we believe that we are shaping the future. Ninja is the future of the dark stores in the MENA region. We are a team of experts.
   

  

 At Ninja, we strive for excellence and innovation in everything we do. We are dedicated to creating cutting\-edge applications that seamlessly blend creativity and functionality. As a Senior Backend Developer, you will have the opportunity to work on exciting projects that push the boundaries of what is possible.
   

  

**Responsibilities:**
* Design, develop, and maintain high\-quality backend systems using Spring Boot
* Collaborate with cross\-functional teams to define and implement new features
* Optimize backend applications for maximum performance and scalability
* Ensure code quality by conducting code reviews and implementing best practices
* Debug and troubleshoot backend issues to ensure seamless operation
* Stay up\-to\-date with industry trends and technologies, and apply them to improve our backend infrastructure
* Guide and mentor junior engineers
* Create and maintain technical documentation


**Requirements**
* 5\+ years of experience in backend development
* Strong proficiency in Java and SpringBoot framework(Prior experience with Kotlin is a plus)
* Experience with relational databases (e.g. MySQL, PostgreSQL)
* Experience with RESTful and graphQL APIs and microservices architecture
* Solid understanding of software engineering principles, algorithms, and data structures
* Experience with containerization technologies, such as Docker
* Ability to collaborate effectively with cross\-functional teams
* Prior experience with K8s, GitOps, and APM tools like Newrelic is a plus","api, docker, graphql, java, kotlin, kubernetes, microservices, mysql, postgresql, rest api",0,,
Java Developer,Visible Stars,"Riyadh, Riyadh, Saudi Arabia","Riyadh
   

  

* Job Type: full\-time
* Category: DEV
* Post Date: 25/08/2025


**Job Description**
 Roles \& Responsibilities Analysis, Designs and implements in\-house applications. � Windows In\-house applications according to the business and technical analysis. � Interfaces \& integration by using Web Services, APIs, etc. � Windows In\-house applications according to the business and technical analysis. � Interfaces \& integration by using Web Services, APIs, etc. � Supporting of Web Applications in the Bank on a 24/7 basis. � Faster in the knowledge of latest technologies \& technology architecture. � Have the ability to search, learn and self\-study for any tool serve the work.
   

  

**Job Qualifications**
 Desired Candidate Profile 5\+ years in Java development, with at least 3\+ years using Spring Boot for microservices. Bachelor s or Master s degree in Computer Science, Engineering, or related field Background in financial services, banking, Microsoft .Net Certification (Preferred) Strong knowledge in all .Net framework, .Net Core and latest MVC frameworks. Strong programming knowledge in C\#.Net (latest versions) and Micro services development. Familiarity with architecture styles like APIs (REST, RPC, SOAP) Exposure and experience in Entity Framework Core, Dapper, API Gateway, Strong knowledge on third party tools like postman, swagger, Soap UI and JMeter. Good to have a knowledge on DevOps CI/CD pipelines for the deployment process. Good experience in UX / UI Design Skills for a Great User Experience and experience in client\-side technologies like jQuery, DART and CSS3\. Strong in code debugging","api, ci/cd, java, microservices",0,,
Senior Fullstack Engineer,Globant,"Riyadh, Riyadh, Saudi Arabia","At Globant, we are working to make the world a better place, one step at a time. We enhance business development and enterprise solutions to prepare them for a digital future. With a diverse and talented team present in more than 30 countries, we are strategic partners to leading global companies in their business process transformation.
   

  

 We are seeking a
 **Senior Fullstack Engineer** 
 who shares our passion for innovation and high\-quality digital experiences. This role is critical in building scalable, performant web applications that deliver seamless user experiences while integrating robust backend systems.
   

  

 You will get the chance to:
   

  

* Design and develop modern, scalable frontend applications using React and TypeScript
* Build reusable component libraries with well\-structured architecture and state management
* Optimize application performance through advanced techniques such as lazy loading, code splitting, and efficient rendering
* Implement responsive, pixel\-perfect UI based on design specifications across multiple devices
* Develop and integrate backend services using Python, Django, and REST APIs
* Integrate headless CMS platforms and render dynamic content using structured data
* Ensure smooth interaction between frontend and backend systems, including API integration and database connectivity
* Implement animations and interactive components using modern libraries
* Contribute to build systems, tooling, and deployment pipelines for fullstack applications


 What will help you succeed:
   

  

* Strong expertise in React (16\+) including hooks, context API, performance optimization, and component architecture
* Advanced proficiency in TypeScript, including generics and strict typing practices
* Experience with state management solutions such as Redux, Context API, or Zustand
* Solid experience with modern build tools such as Webpack, Vite, and Babel
* Strong knowledge of styling approaches including Tailwind CSS, CSS modules, and responsive design patterns
* Experience implementing RTL (Right\-to\-Left) layouts, particularly for Arabic language support
* Hands\-on experience with animation libraries such as Framer Motion and UI components like Swiper.js
* Experience integrating headless CMS platforms and handling dynamic content via APIs
* Proficiency in Python with experience in Django and Django REST Framework
* Solid understanding of databases (e.g., PostgreSQL), data modeling, and API integration
* Familiarity with containerized environments such as Docker and Kubernetes


 Nice to have:
   

  

* Experience with AEM or similar CMS platforms
* Familiarity with Wagtail CMS and related integration patterns
* Strong understanding of image optimization and performance best practices


 Soft skills:
   

  

* Strong problem\-solving and system design mindset
* Ability to work collaboratively across cross\-functional teams
* Clear communication with both technical and non\-technical stakeholders
* High level of ownership and accountability
* Attention to detail with a focus on delivering high\-quality, production\-ready solutions


**Location:** 
 Remote
   

  

 Create with us digital products that people love. We will bring businesses and consumers together through AI technology and creativity, driving digital transformation to impact the world positively.
   

  

 We may use AI and machine learning technologies in our recruitment process. Compensation is determined based on skills, qualifications, experience, and location. In addition to competitive salaries, we offer a comprehensive benefits package. Learn more about our commitment to diversity and inclusion and
 **Globant’s Benefits.**","ai, api, arabic, communication, django, docker, kubernetes, machine learning, postgresql, python, react, rest api, typescript",0,,
Senior Software Developer,Master Works,"Riyadh, Riyadh, Saudi Arabia","MUST HAVE skills in :
   

  

* Full Stack .NET Developer with strong experience in .NET development, Angular\-based front\-end development, and back\-end services.


****(general development skills and knowledge including but not limited to):****
* Microsoft .NET Platform: .NET / C\# / MVC / .NET Core
* Front\-End Technologies: HTML, HTML5, CSS, CSS3, Bootstrap, jQuery, JavaScript
* Integration Platforms: Experience working with integration and ESB platforms such as WSO2
* Design Tools: Adobe Illustrator, Photoshop, Flash, Dreamweaver
* Databases: Microsoft SQL Server
* Content Management Systems (CMS): such as SharePoint and Umbraco
* Low\-Code Platforms: such as Outsystems
* Mobile Technologies: Native, hybrid, and cross\-platform development for Android and iOS
* Web Technologies: Java, REST API, HTML5, CSS, Bootstrap, AngularJS, jQuery, or any other suitable development technologies identified during requirements analysis","api, java, javascript, rest api, sql, sql server",0,,
